epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,28360.2,0.37884,0.26306,0.85023,0.99814,1,0.995,0.97896,0.28481,0.22741,0.81087,0.004258,0.004258,0.004258
31,29282.9,0.37196,0.26131,0.85833,0.99978,1,0.995,0.97458,0.27552,0.26436,0.8161,0.00406,0.00406,0.00406
32,30205.7,0.36745,0.26094,0.8521,0.99956,1,0.995,0.98004,0.26096,0.2141,0.81086,0.003862,0.003862,0.003862
33,31129.5,0.36145,0.26216,0.8523,0.99975,1,0.995,0.97927,0.24289,0.21382,0.81065,0.003664,0.003664,0.003664
34,32040.2,0.3494,0.25492,0.85049,0.93382,0.72,0.83698,0.78886,0.52085,0.64141,1.01382,0.003466,0.003466,0.003466
35,32953.1,0.34283,0.24879,0.847,0.99974,1,0.995,0.98181,0.24805,0.20684,0.80687,0.003268,0.003268,0.003268
36,33868.6,0.34921,0.24325,0.85318,0.99987,1,0.995,0.9841,0.23884,0.19298,0.80198,0.00307,0.00307,0.00307
37,34785.3,0.33198,0.23826,0.84615,0.99986,1,0.995,0.98881,0.23428,0.19444,0.79897,0.002872,0.002872,0.002872
38,35704.1,0.32425,0.23299,0.8391,0.99989,1,0.995,0.98459,0.23612,0.1878,0.79824,0.002674,0.002674,0.002674
39,36621.2,0.32467,0.23086,0.84501,0.99989,1,0.995,0.98664,0.22913,0.18779,0.79623,0.002476,0.002476,0.002476
40,37537.6,0.31424,0.22309,0.83632,0.99989,1,0.995,0.98926,0.22044,0.17817,0.79558,0.002278,0.002278,0.002278
41,38450.7,0.26944,0.20561,0.81756,0.99988,1,0.995,0.98942,0.2227,0.18404,0.79775,0.00208,0.00208,0.00208
42,39368.8,0.25786,0.19892,0.80832,0.99989,1,0.995,0.98823,0.21071,0.17747,0.79917,0.001882,0.001882,0.001882
43,40282.2,0.25012,0.19551,0.80586,0.99989,1,0.995,0.98802,0.21444,0.17409,0.78856,0.001684,0.001684,0.001684
44,41199.3,0.23124,0.18314,0.8043,0.99989,1,0.995,0.98861,0.20744,0.16358,0.79169,0.001486,0.001486,0.001486
45,42115.7,0.23811,0.1844,0.81227,0.99989,1,0.995,0.98992,0.20953,0.16421,0.79221,0.001288,0.001288,0.001288
46,43029.1,0.23314,0.17893,0.80477,0.99989,1,0.995,0.99095,0.18598,0.1602,0.78257,0.00109,0.00109,0.00109
47,43939.5,0.21513,0.16642,0.79535,0.9999,1,0.995,0.99247,0.18447,0.14657,0.78184,0.000892,0.000892,0.000892
48,44854,0.20814,0.15858,0.79267,0.99989,1,0.995,0.993,0.16319,0.13522,0.77937,0.000694,0.000694,0.000694
49,45767.7,0.19751,0.15192,0.79169,0.9999,1,0.995,0.99297,0.15903,0.13339,0.77803,0.000496,0.000496,0.000496
50,46687.6,0.19333,0.14747,0.79116,0.9999,1,0.995,0.99214,0.15797,0.13051,0.77762,0.000298,0.000298,0.000298
