epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
9,1564.86,0.34729,0.31027,0.84601,0.99979,1,0.995,0.99497,0.17014,0.20093,0.69406,0.001208,0.001208,0.001208
10,1739.9,0.32666,0.29113,0.85466,0.99979,1,0.995,0.995,0.17859,0.20722,0.7006,0.001109,0.001109,0.001109
7,1946.57,0.37869,0.33191,0.86065,0.99978,1,0.995,0.99133,0.19467,0.21951,0.69781,0.001406,0.001406,0.001406
11,1910.41,0.22684,0.23875,0.77754,0.99968,1,0.995,0.99449,0.15533,0.18331,0.6922,0.00101,0.00101,0.00101
8,2235.94,0.38167,0.33226,0.86239,0.99949,1,0.995,0.9937,0.18984,0.22007,0.69797,0.001307,0.001307,0.001307
12,2079.92,0.19203,0.21272,0.7798,0.99978,1,0.995,0.995,0.15315,0.18117,0.69153,0.000911,0.000911,0.000911
13,2247.87,0.17996,0.19302,0.77233,0.99978,1,0.995,0.995,0.13906,0.16083,0.68939,0.000812,0.000812,0.000812
9,2527.1,0.36956,0.30902,0.8564,0.99896,1,0.995,0.99482,0.19717,0.27305,0.69986,0.001208,0.001208,0.001208
14,2415.37,0.16012,0.178,0.76342,0.99979,1,0.995,0.995,0.13328,0.1587,0.6882,0.000713,0.000713,0.000713
15,2581.56,0.16137,0.18094,0.7633,0.99979,1,0.995,0.995,0.11986,0.14332,0.68825,0.000614,0.000614,0.000614
10,2818,0.33009,0.28614,0.85853,0.99978,1,0.995,0.99349,0.18149,0.19714,0.69536,0.001109,0.001109,0.001109
16,2750.95,0.14105,0.15921,0.76904,0.99979,1,0.995,0.995,0.10835,0.13009,0.6867,0.000515,0.000515,0.000515
11,3104.54,0.21653,0.22375,0.77628,0.99973,1,0.995,0.9939,0.1874,0.19895,0.69778,0.00101,0.00101,0.00101
17,2921.13,0.12995,0.15117,0.76327,0.99979,1,0.995,0.995,0.09996,0.12224,0.68556,0.000416,0.000416,0.000416
18,3089.44,0.12071,0.13867,0.77315,0.99979,1,0.995,0.995,0.08936,0.11571,0.68535,0.000317,0.000317,0.000317
12,3391.38,0.20583,0.21222,0.7797,0.99977,1,0.995,0.995,0.15503,0.17506,0.69189,0.000911,0.000911,0.000911
19,3261.01,0.11378,0.132,0.75789,1,1,0.995,0.995,0.08443,0.10775,0.68411,0.000218,0.000218,0.000218
20,3429.35,0.10444,0.12388,0.75667,0.9998,1,0.995,0.995,0.07245,0.09816,0.68392,0.000119,0.000119,0.000119
13,3664.58,0.18354,0.19015,0.77358,0.99979,1,0.995,0.99421,0.1356,0.14602,0.68972,0.000812,0.000812,0.000812
14,3844.72,0.16961,0.17583,0.76353,0.99979,1,0.995,0.995,0.12573,0.14806,0.68677,0.000713,0.000713,0.000713
15,4024.66,0.15058,0.16346,0.76231,0.99979,1,0.995,0.99486,0.11839,0.12784,0.68761,0.000614,0.000614,0.000614
16,4204.6,0.13978,0.15274,0.76826,0.99979,1,0.995,0.99492,0.12083,0.13018,0.68522,0.000515,0.000515,0.000515
17,4384.64,0.12783,0.13903,0.76215,1,1,0.995,0.995,0.09842,0.10408,0.68386,0.000416,0.000416,0.000416
18,4564.62,0.11692,0.12998,0.77226,1,1,0.995,0.995,0.08784,0.10356,0.68376,0.000317,0.000317,0.000317
19,4744.65,0.10745,0.12074,0.75711,1,1,0.995,0.995,0.07454,0.09018,0.68258,0.000218,0.000218,0.000218
20,4924.67,0.0988,0.11365,0.75512,1,1,0.995,0.995,0.07317,0.08673,0.68243,0.000119,0.000119,0.000119
